directory_name,model,lr,benchmark,task,seed,accuracy,mcc,f1,precision,recall,runtime,epoch
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K36me3_seed17/results/DNABERT2__3e-5_H3K36me3_seed17,DNABERT2,3e-5,NTv2,H3K36me3,17,0.8086666666666666,0.6243582506966844,0.807434245840043,0.8160459611778919,0.8083596004202733,5.5595,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_promoter_all_seed89/results/DNABERT2__3e-5_promoter_all_seed89,DNABERT2,3e-5,NTv2,promoter_all,89,0.8825757575757576,0.7651612739280858,0.8825750087682939,0.8825855164145602,0.8825757575757576,1.428,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H4K20me1_seed17/results/DNABERT2__3e-5_H4K20me1_seed17,DNABERT2,3e-5,NTv2,H4K20me1,17,0.818942731277533,0.6535488605211446,0.8167733755494766,0.834798438090768,0.818942731277533,4.2536,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H4K20me1_seed89/results/DNABERT2__3e-5_H4K20me1_seed89,DNABERT2,3e-5,NTv2,H4K20me1,89,0.8202643171806168,0.6563893272279272,0.8180931123801801,0.8363213803301647,0.8202643171806168,4.1735,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K36me3_seed43/results/DNABERT2__3e-5_H3K36me3_seed43,DNABERT2,3e-5,NTv2,H3K36me3,43,0.814,0.6332345134243655,0.8131015584248548,0.8195252933646449,0.8137356864376497,5.5259,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K4me2_seed43/results/DNABERT2__3e-5_H3K4me2_seed43,DNABERT2,3e-5,NTv2,H3K4me2,43,0.7806361085126287,0.5689476406596744,0.7791565051595459,0.7883640130343771,0.7806361085126285,3.8891,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_splice_sites_all_seed43/results/DNABERT2__3e-5_splice_sites_all_seed43,DNABERT2,3e-5,NTv2,splice_sites_all,43,0.8986666666666666,0.8480195068056755,0.8991737650748156,0.8997015740608538,0.8988854455750243,3.7228,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K9ac_seed42,DNABERT2,3e-5,NTv2,H3K9ac,42,0.7699203187250996,0.5398674168270567,0.7699146123328482,0.769947098766167,0.7699203187250996,1.7714,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_splice_sites_donors_seed17/results/DNABERT2__3e-5_splice_sites_donors_seed17,DNABERT2,3e-5,NTv2,splice_sites_donors,17,0.9203333333333333,0.8408617991712942,0.9203326163268803,0.9204048306597822,0.9204569701280227,3.718,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K4me1_seed89/results/DNABERT2__3e-5_H3K4me1_seed89,DNABERT2,3e-5,NTv2,H3K4me1,89,0.7476666666666667,0.5079550417725703,0.7442449770490555,0.7608465117325727,0.7472894143268258,5.4753,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K27me3_seed43/results/DNABERT2__3e-5_H3K27me3_seed43,DNABERT2,3e-5,NTv2,H3K27me3,43,0.803,0.6151001886072667,0.8017416986185322,0.8117679782085643,0.8033892738108519,5.4794,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K9me3_seed89/results/DNABERT2__3e-5_H3K9me3_seed89,DNABERT2,3e-5,NTv2,H3K9me3,89,0.7470588235294118,0.49716711601124414,0.74628309946952,0.7501177024482109,0.7470588235294118,1.5312,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H2AFZ_seed17/results/DNABERT2__3e-5_H2AFZ_seed17,DNABERT2,3e-5,NTv2,H2AFZ,17,0.7506666666666667,0.5219009481300859,0.7461538461538462,0.7710664484903825,0.7512120193923103,5.4742,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K9me3_seed43/results/DNABERT2__3e-5_H3K9me3_seed43,DNABERT2,3e-5,NTv2,H3K9me3,43,0.7388235294117647,0.47828829569143316,0.738648451003856,0.7394651967070239,0.7388235294117647,1.5233,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_promoter_all_seed43/results/DNABERT2__3e-5_promoter_all_seed43,DNABERT2,3e-5,NTv2,promoter_all,43,0.8718434343434344,0.7448902073410634,0.8717399186527809,0.8730477465417225,0.8718434343434344,1.4183,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_promoter_tata_seed89/results/DNABERT2__3e-5_promoter_tata_seed89,DNABERT2,3e-5,NTv2,promoter_tata,89,0.9245283018867925,0.8528602990262663,0.9243600035679245,0.9283405172413793,0.9245283018867925,0.206,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H2AFZ_seed89/results/DNABERT2__3e-5_H2AFZ_seed89,DNABERT2,3e-5,NTv2,H2AFZ,89,0.7556666666666667,0.5248322936794437,0.7528368962923174,0.7688809656796252,0.7561067643748967,5.4086,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K9ac_seed43/results/DNABERT2__3e-5_H3K9ac_seed43,DNABERT2,3e-5,NTv2,H3K9ac,43,0.7709163346613546,0.5425608669746597,0.770762602497667,0.7716450216450217,0.7709163346613546,1.8324,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_splice_sites_acceptors_seed89/results/DNABERT2__3e-5_splice_sites_acceptors_seed89,DNABERT2,3e-5,NTv2,splice_sites_acceptors,89,0.9006666666666666,0.8017565945659004,0.9006664900737601,0.9008619022661775,0.9008946929702695,3.7303,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_splice_sites_all_seed17/results/DNABERT2__3e-5_splice_sites_all_seed17,DNABERT2,3e-5,NTv2,splice_sites_all,17,0.9033333333333333,0.8549789160955544,0.9037892934951758,0.9041370581025365,0.9035802086618094,3.7588,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_enhancers_seed43/results/DNABERT2__3e-5_enhancers_seed43,DNABERT2,3e-5,NTv2,enhancers,43,0.7546666666666667,0.5194403583020452,0.7538948810135251,0.7623010516046329,0.7571647008107071,2.9603,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K27ac_seed17/results/DNABERT2__3e-5_H3K27ac_seed17,DNABERT2,3e-5,NTv2,H3K27ac,17,0.7388613861386139,0.49032331072787794,0.7355065212703407,0.7516281021073353,0.7388613861386139,2.9773,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H2AFZ_seed43/results/DNABERT2__3e-5_H2AFZ_seed43,DNABERT2,3e-5,NTv2,H2AFZ,43,0.7686666666666667,0.5381902837066829,0.7685477516448451,0.7694210442837768,0.7687696336474716,5.3968,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_promoter_no_tata_seed43/results/DNABERT2__3e-5_promoter_no_tata_seed43,DNABERT2,3e-5,NTv2,promoter_no_tata,43,0.8782798833819242,0.7565670013510186,0.8782793014144366,0.8782871180036849,0.8782798833819242,1.2266,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H4K20me1_seed43/results/DNABERT2__3e-5_H4K20me1_seed43,DNABERT2,3e-5,NTv2,H4K20me1,43,0.824669603524229,0.6611982537685258,0.8230973953144483,0.8366369426341465,0.8246696035242291,4.1623,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_promoter_all_seed17/results/DNABERT2__3e-5_promoter_all_seed17,DNABERT2,3e-5,NTv2,promoter_all,17,0.8806818181818182,0.7625955772948407,0.8805854415043133,0.8819147557973831,0.8806818181818181,1.4737,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_splice_sites_acceptors_seed43/results/DNABERT2__3e-5_splice_sites_acceptors_seed43,DNABERT2,3e-5,NTv2,splice_sites_acceptors,43,0.917,0.8343094013509962,0.9169095144612482,0.9176052472595526,0.9167046401778272,3.7177,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_promoter_tata_seed43/results/DNABERT2__3e-5_promoter_tata_seed43,DNABERT2,3e-5,NTv2,promoter_tata,43,0.9292452830188679,0.8585287712653215,0.9292437086976837,0.9292834890965732,0.929245283018868,0.2044,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K27ac_seed42,DNABERT2,3e-5,NTv2,H3K27ac,42,0.745049504950495,0.4957830259324978,0.7435880845976925,0.7507664817078905,0.745049504950495,2.8517,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K27me3_seed89/results/DNABERT2__3e-5_H3K27me3_seed89,DNABERT2,3e-5,NTv2,H3K27me3,89,0.7973333333333333,0.6125699715452695,0.7946647970356082,0.8149242622517914,0.7978827094456724,5.4924,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K4me2_seed42,DNABERT2,3e-5,NTv2,H3K4me2,42,0.7867165575304023,0.5813665890101436,0.7852613661293179,0.7947049114711927,0.7867165575304023,3.7797,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K4me3_seed42,DNABERT2,3e-5,NTv2,H3K4me3,42,0.8144329896907216,0.6322346877524713,0.8139386189258311,0.8178107208078204,0.8144329896907216,1.3925,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K4me3_seed89/results/DNABERT2__3e-5_H3K4me3_seed89,DNABERT2,3e-5,NTv2,H3K4me3,89,0.8208762886597938,0.6426946148527052,0.8207450123393187,0.8218190176079092,0.8208762886597938,1.4338,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K9ac_seed89/results/DNABERT2__3e-5_H3K9ac_seed89,DNABERT2,3e-5,NTv2,H3K9ac,89,0.7788844621513944,0.5590526493798869,0.7786305941243074,0.7801696644980227,0.7788844621513944,1.8321,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K27me3_seed17/results/DNABERT2__3e-5_H3K27me3_seed17,DNABERT2,3e-5,NTv2,H3K27me3,17,0.7953333333333333,0.601886605796766,0.7936619954968579,0.8062064049996526,0.795770663450004,5.5667,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_H3K9ac_seed17/results/DNABERT2__3e-5_H3K9ac_seed17,DNABERT2,3e-5,NTv2,H3K9ac,17,0.7808764940239044,0.5618243342181323,0.7808625807578138,0.7809478447249345,0.7808764940239044,1.8548,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2/NTv2/DNABERT2__3e-5_enhancers_seed89/results/DNABERT2__3e-5_enhancers_seed89,DNABERT2,3e-5,NTv2,enhancers,89,0.7503333333333333,0.5169038230016405,0.7486570152601099,0.7633632923368023,0.7536321214917223,2.9617,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K27ac_seed43/results/DNABERT2__3e-5_H3K27ac_seed43,DNABERT2_repeated,3e-5,NTv2,H3K27ac,43,0.7326732673267327,0.46631321319135915,0.7323961802425067,0.7336409499200197,0.7326732673267327,2.9925,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_enhancers_types_seed43/results/DNABERT2__3e-5_enhancers_types_seed43,DNABERT2_repeated,3e-5,NTv2,enhancers_types,43,0.7326666666666667,0.49773979718153516,0.5694298074006381,0.646114877731725,0.5537095510357543,3.0704,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K4me1_seed43/results/DNABERT2__3e-5_H3K4me1_seed43,DNABERT2_repeated,3e-5,NTv2,H3K4me1,43,0.7306666666666667,0.4852529639831307,0.7235905856595513,0.755788823711022,0.7301414460160669,5.5308,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K4me2_seed46/results/DNABERT2__3e-5_H3K4me2_seed46,DNABERT2_repeated,3e-5,NTv2,H3K4me2,46,0.7778297474275023,0.5674742549112483,0.775517218893645,0.7897701136836571,0.7778297474275023,3.9079,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_enhancers_types_seed42/results/DNABERT2__3e-5_enhancers_types_seed42,DNABERT2_repeated,3e-5,NTv2,enhancers_types,42,0.73,0.4973692500299483,0.5468882094997553,0.6466394461137168,0.5381408616702733,3.0597,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K27ac_seed45/results/DNABERT2__3e-5_H3K27ac_seed45,DNABERT2_repeated,3e-5,NTv2,H3K27ac,45,0.7512376237623762,0.5025137343289313,0.7512280975860817,0.7512761120404925,0.7512376237623762,2.8992,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K9me3_seed42/results/DNABERT2__3e-5_H3K9me3_seed42,DNABERT2_repeated,3e-5,NTv2,H3K9me3,42,0.7541176470588236,0.5095927244938516,0.7537901624167231,0.7554768901950307,0.7541176470588236,1.4951,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K4me1_seed46/results/DNABERT2__3e-5_H3K4me1_seed46,DNABERT2_repeated,3e-5,NTv2,H3K4me1,46,0.5016666666666667,0.0,0.3340732519422864,0.25083333333333335,0.5,5.6624,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K9ac_seed46/results/DNABERT2__3e-5_H3K9ac_seed46,DNABERT2_repeated,3e-5,NTv2,H3K9ac,46,0.7788844621513944,0.5587676002093455,0.7786868642738275,0.7798840321141838,0.7788844621513944,1.8323,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_promoter_all_seed45/results/DNABERT2__3e-5_promoter_all_seed45,DNABERT2_repeated,3e-5,NTv2,promoter_all,45,0.8686868686868687,0.7390936732691238,0.8685340802987862,0.8704088104710834,0.8686868686868687,1.3852,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K4me3_seed43/results/DNABERT2__3e-5_H3K4me3_seed43,DNABERT2_repeated,3e-5,NTv2,H3K4me3,43,0.8105670103092784,0.6224274023829083,0.8103701930509633,0.8118617386722163,0.8105670103092784,1.4545,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H4K20me1_seed45/results/DNABERT2__3e-5_H4K20me1_seed45,DNABERT2_repeated,3e-5,NTv2,H4K20me1,45,0.8110132158590309,0.6478056642223894,0.8072543979498105,0.8373266449783454,0.8110132158590309,4.0452,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K27ac_seed46/results/DNABERT2__3e-5_H3K27ac_seed46,DNABERT2_repeated,3e-5,NTv2,H3K27ac,46,0.7487623762376238,0.5036866354112134,0.747225668251412,0.7549624168744151,0.7487623762376238,3.0506,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H2AFZ_seed42/results/DNABERT2__3e-5_H2AFZ_seed42,DNABERT2_repeated,3e-5,NTv2,H2AFZ,42,0.765,0.5346740738136766,0.7641414486666409,0.7694368611545391,0.7652535773905715,5.3493,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_enhancers_seed45/results/DNABERT2__3e-5_enhancers_seed45,DNABERT2_repeated,3e-5,NTv2,enhancers,45,0.7513333333333333,0.511594665920268,0.7506933354246279,0.7579518448931619,0.7536608163303439,2.862,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K9me3_seed45/results/DNABERT2__3e-5_H3K9me3_seed45,DNABERT2_repeated,3e-5,NTv2,H3K9me3,45,0.7482352941176471,0.5011593736642951,0.74705758020736,0.7529462205448463,0.7482352941176471,1.4956,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K36me3_seed42/results/DNABERT2__3e-5_H3K36me3_seed42,DNABERT2_repeated,3e-5,NTv2,H3K36me3,42,0.8093333333333333,0.6260976175680674,0.8080426118554493,0.8171319102353585,0.8090182776257753,5.4822,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K27ac_seed44/results/DNABERT2__3e-5_H3K27ac_seed44,DNABERT2_repeated,3e-5,NTv2,H3K27ac,44,0.7543316831683168,0.5193406887928711,0.7518065586619453,0.7651210691447321,0.7543316831683169,3.3234,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K36me3_seed44/results/DNABERT2__3e-5_H3K36me3_seed44,DNABERT2_repeated,3e-5,NTv2,H3K36me3,44,0.7816666666666666,0.5920246721141227,0.7760038192203771,0.8117788102412089,0.7810431633572803,5.688,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K36me3_seed45/results/DNABERT2__3e-5_H3K36me3_seed45,DNABERT2_repeated,3e-5,NTv2,H3K36me3,45,0.809,0.6220676708343239,0.8082549853982658,0.8133207561295828,0.8087636068843769,5.3008,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H2AFZ_seed45/results/DNABERT2__3e-5_H2AFZ_seed45,DNABERT2_repeated,3e-5,NTv2,H2AFZ,45,0.723,0.4741095776304352,0.7153758357623812,0.7512447634562511,0.7236662453265919,5.2335,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K9me3_seed44/results/DNABERT2__3e-5_H3K9me3_seed44,DNABERT2_repeated,3e-5,NTv2,H3K9me3,44,0.7223529411764706,0.4455403948416351,0.7220929201578224,0.7231882366670557,0.7223529411764706,1.5279,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K27me3_seed42/results/DNABERT2__3e-5_H3K27me3_seed42,DNABERT2_repeated,3e-5,NTv2,H3K27me3,42,0.798,0.612125614681192,0.7956160657913907,0.8137947402378671,0.7985213900213827,5.5264,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K4me3_seed46/results/DNABERT2__3e-5_H3K4me3_seed46,DNABERT2_repeated,3e-5,NTv2,H3K4me3,46,0.8182989690721649,0.6383835705603067,0.8180448502082865,0.820087105802823,0.8182989690721649,1.4317,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K4me1_seed42/results/DNABERT2__3e-5_H3K4me1_seed42,DNABERT2_repeated,3e-5,NTv2,H3K4me1,42,0.7456666666666667,0.5048086953769737,0.7419716723448304,0.7597398013069238,0.7452760586228736,5.4211,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_enhancers_seed42/results/DNABERT2__3e-5_enhancers_seed42,DNABERT2_repeated,3e-5,NTv2,enhancers,42,0.748,0.5152759326915028,0.745817304955128,0.7637773243952201,0.75164150047758,3.0398,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K4me3_seed44/results/DNABERT2__3e-5_H3K4me3_seed44,DNABERT2_repeated,3e-5,NTv2,H3K4me3,44,0.8131443298969072,0.6275927750167913,0.8129501904244194,0.8144498028935625,0.8131443298969072,1.4422,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K36me3_seed43/results/DNABERT2__3e-5_H3K36me3_seed43,DNABERT2_repeated,3e-5,NTv2,H3K36me3,43,0.807,0.6215673403157835,0.805661200006847,0.814941320002136,0.8066809068945103,5.5984,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_enhancers_seed46/results/DNABERT2__3e-5_enhancers_seed46,DNABERT2_repeated,3e-5,NTv2,enhancers,46,0.7523333333333333,0.5077933090507707,0.7522775957923866,0.7542506566925538,0.7535431452479345,2.9879,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K4me2_seed43/results/DNABERT2__3e-5_H3K4me2_seed43,DNABERT2_repeated,3e-5,NTv2,H3K4me2,43,0.7782974742750234,0.5626178834732709,0.7771108239191961,0.7843529964011892,0.7782974742750234,3.9652,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K9me3_seed46/results/DNABERT2__3e-5_H3K9me3_seed46,DNABERT2_repeated,3e-5,NTv2,H3K9me3,46,0.7470588235294118,0.49771418366273484,0.7461449453326091,0.750668449197861,0.7470588235294118,1.5325,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K9ac_seed42/results/DNABERT2__3e-5_H3K9ac_seed42,DNABERT2_repeated,3e-5,NTv2,H3K9ac,42,0.7649402390438247,0.5348097842937656,0.7638569970659523,0.7698924731182795,0.7649402390438247,1.7944,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K27me3_seed43/results/DNABERT2__3e-5_H3K27me3_seed43,DNABERT2_repeated,3e-5,NTv2,H3K27me3,43,0.8053333333333333,0.616981026641678,0.8044988475251696,0.8113515493317385,0.8056557676144948,5.7217,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H2AFZ_seed46/results/DNABERT2__3e-5_H2AFZ_seed46,DNABERT2_repeated,3e-5,NTv2,H2AFZ,46,0.7563333333333333,0.5223939840321059,0.7543286276380405,0.7657657512569762,0.7567067739750503,5.4164,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H2AFZ_seed44/results/DNABERT2__3e-5_H2AFZ_seed44,DNABERT2_repeated,3e-5,NTv2,H2AFZ,44,0.7483333333333333,0.5029611489648748,0.7469850164861882,0.7543563512361466,0.7486373115303178,5.5108,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_promoter_all_seed46/results/DNABERT2__3e-5_promoter_all_seed46,DNABERT2_repeated,3e-5,NTv2,promoter_all,46,0.8686868686868687,0.7378349813551831,0.8686458246952484,0.8691482569275955,0.8686868686868687,1.4391,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/DNABERT2_repeated/NTv2/DNABERT2__3e-5_H3K9me3_seed43/results/DNABERT2__3e-5_H3K9me3_seed43,DNABERT2_repeated,3e-5,NTv2,H3K9me3,43,0.7470588235294118,0.4964330926224034,0.7464689471281973,0.7493796942060086,0.7470588235294118,1.5337,10.0
