model,task,task_category,task_benchmark,replicate_number,accuracy,f1,mcc,precision,recall,eval_loss,runtime,samples_per_second,steps_per_second,sequence_length,epoch,lr
DNABERT-1 (6-mer),mouse_2,Transcription Factor (mouse),GUE,9,0.8719512195121951,0.8716457960644007,0.7474681991287045,0.8755255255255255,0.8719512195121951,0.3398471474647522,0.1822,1800.173,32.93,100.0,12.2,3e-05
DNABERT-1 (6-mer),mouse_3,Transcription Factor (mouse),GUE,9,0.7698744769874477,0.7690821256038647,0.542755541858194,0.7731238473542347,0.7696428571428571,0.6004111170768738,0.1268,1884.744,31.544,100.0,16.67,3e-05
DNABERT-1 (6-mer),mouse_4,Transcription Factor (mouse),GUE,9,0.7110993096123208,0.7108343401723107,0.4230207581894832,0.7119059104353223,0.7111155860301301,0.5742666125297546,0.955,1971.701,31.413,100.0,2.12,3e-05
DNABERT-1 (6-mer),reconstructed,Splice Sites (human),GUE,9,0.8996054362121877,0.8935292632989151,0.8301704000079682,0.8891319593450331,0.898673206433163,0.2573842108249664,13.1485,346.959,21.752,400.0,5.0,3e-05
DNABERT-1 (6-mer),H3,EMP (yeast),GUE,10,0.8637274549098196,0.8637054994805075,0.7274387571068004,0.8637563917614124,0.8636823691115831,0.3210643529891968,5.748,260.437,16.353,500.0,3.0,3e-05
DNABERT-1 (6-mer),H3K14ac,EMP (yeast),GUE,10,0.7116490166414523,0.7042718299474178,0.4087080917896525,0.7050564338680096,0.7036540638391534,0.5639377236366272,12.6861,260.52,16.317,500.0,3.0,3e-05
DNABERT-1 (6-mer),H3K36me3,EMP (yeast),GUE,10,0.7494266055045872,0.7419425617278412,0.4889235664803626,0.7493954352588812,0.7396257309318224,0.5363388657569885,13.3961,260.375,16.273,500.0,3.0,3e-05
DNABERT-1 (6-mer),H3K4me1,EMP (yeast),GUE,10,0.7051767676767676,0.6983084788136716,0.4012041500184883,0.7041248034538816,0.6971401408212805,0.5716219544410706,12.1709,260.293,16.268,500.0,3.0,3e-05
DNABERT-1 (6-mer),H3K4me2,EMP (yeast),GUE,10,0.6725317693059628,0.6334600036578597,0.3048606613246046,0.6715795836593037,0.6354182427202721,0.6088196635246277,11.7911,260.281,16.283,500.0,3.0,3e-05
DNABERT-1 (6-mer),H3K4me3,EMP (yeast),GUE,10,0.6383152173913044,0.6309174039344104,0.2707027313364897,0.6386336950410715,0.6321467496255616,0.6460605263710022,14.1312,260.417,16.276,500.0,3.0,3e-05
DNABERT-1 (6-mer),H3K79me3,EMP (yeast),GUE,10,0.8002773925104022,0.7980333226342973,0.5996943201486972,0.8028837537248321,0.7968410101201173,0.4618731439113617,11.0765,260.371,16.341,500.0,3.0,3e-05
DNABERT-1 (6-mer),H3K9ac,EMP (yeast),GUE,10,0.7495501979129183,0.7483615131219459,0.4986789830805593,0.7481017711962834,0.7505833865747771,0.5115479230880737,10.7161,259.33,16.237,500.0,3.0,3e-05
DNABERT-1 (6-mer),H4,EMP (yeast),GUE,10,0.890485968514716,0.8888546552097953,0.7777949406433765,0.8895526283702428,0.8882434141321314,0.2908081114292145,5.6367,259.193,16.322,500.0,3.0,3e-05
DNABERT-1 (6-mer),H4ac,EMP (yeast),GUE,10,0.6859237536656891,0.6848067354737348,0.3696476982545871,0.6847137845469324,0.684933979291346,0.5958824753761292,13.144,259.435,16.281,500.0,3.0,3e-05
DNABERT-1 (6-mer),prom_300_all,Regulatory (human),GUE,10,0.9508445945945946,0.9508367038114882,0.9017399011876388,0.950937509811813,0.9508024014975118,0.1331616193056106,12.1149,488.654,30.541,300.0,4.0,3e-05
DNABERT-1 (6-mer),prom_300_notata,Regulatory (human),GUE,10,0.9623139250047108,0.9622930058677112,0.9249023858987822,0.9627306147118428,0.9621719399169064,0.1156695932149887,11.0646,479.639,30.006,300.0,4.0,3e-05
DNABERT-1 (6-mer),prom_300_tata,Regulatory (human),GUE,10,0.8107667210440457,0.8107420419461301,0.623973977697951,0.8122665471388018,0.8117076808351976,0.44017493724823,1.2654,484.449,30.821,300.0,10.0,3e-05
DNABERT-1 (6-mer),tf_0,Transcription Factor (human),GUE,10,0.824,0.8219229088083405,0.663666944411268,0.8398563372717508,0.8240000000000001,0.382285475730896,0.5077,1969.553,31.513,100.0,3.0,3e-05
DNABERT-1 (6-mer),tf_1,Transcription Factor (human),GUE,10,0.849,0.8481458202388434,0.7059875454441463,0.8570332480818414,0.849,0.3414758443832397,0.5082,1967.682,31.483,100.0,3.0,3e-05
DNABERT-1 (6-mer),tf_2,Transcription Factor (human),GUE,10,0.815,0.8137781987620779,0.6384332189134747,0.8234896627081116,0.815,0.4105221629142761,0.5077,1969.592,31.513,100.0,3.0,3e-05
DNABERT-1 (6-mer),tf_3,Transcription Factor (human),GUE,10,0.783,0.78202149448876,0.5711510215485506,0.7881744606147993,0.7829999999999999,0.4606275260448456,0.5082,1967.794,31.485,100.0,3.0,3e-05
DNABERT-1 (6-mer),tf_4,Transcription Factor (human),GUE,10,0.853,0.8523762898245085,0.7120423961529503,0.8590682534838775,0.853,0.3252431154251098,0.514,1945.418,31.127,100.0,3.0,3e-05
DNABERT-1 (6-mer),prom_core_all,Regulatory (human),GUE,10,0.8432432432432433,0.8432311477647791,0.6866848668272789,0.8434117378396895,0.8432731429740173,0.3697303533554077,2.7283,2169.834,67.807,70.0,4.0,3e-05
DNABERT-1 (6-mer),prom_core_tata,Regulatory (human),GUE,10,0.8776508972267537,0.8774931052400176,0.7584057627090564,0.880407533586167,0.8780020439448135,0.3056677579879761,0.5308,1154.917,73.478,70.0,10.0,3e-05
DNABERT-1 (6-mer),prom_core_notata,Regulatory (human),GUE,10,0.8560391935179951,0.8559910835934426,0.7126918993932816,0.8566113405540046,0.8560807563436723,0.3428343534469604,2.4423,2172.986,67.97,70.0,4.0,3e-05
DNABERT-1 (6-mer),mouse_0,Transcription Factor (mouse),GUE,10,0.737037037037037,0.7364260081670815,0.4762875188584017,0.7392556490917146,0.737037037037037,0.5227017402648926,0.4198,1929.588,30.969,100.0,4.93,3e-05
DNABERT-1 (6-mer),mouse_1,Transcription Factor (mouse),GUE,10,0.898295033358043,0.8982803640061356,0.7968263647301929,0.8985295652001026,0.8982968335174414,0.2366326749324798,3.3796,1995.785,31.364,100.0,0.59,3e-05
DNABERT-1 (6-mer),mouse_2,Transcription Factor (mouse),GUE,10,0.8567073170731707,0.8565459739631314,0.7150248276820048,0.8583193277310924,0.8567073170731707,0.3172361552715301,0.1805,1817.009,33.238,100.0,12.2,3e-05
DNABERT-1 (6-mer),mouse_3,Transcription Factor (mouse),GUE,10,0.799163179916318,0.798567214496418,0.6026623345577738,0.8032699673712583,0.799404761904762,0.601212739944458,0.1278,1870.378,31.303,100.0,16.67,3e-05
DNABERT-1 (6-mer),mouse_4,Transcription Factor (mouse),GUE,10,0.7010090281465746,0.7005712461922805,0.4031419807123677,0.7021547469108487,0.7009889194988391,0.5822464823722839,0.955,1971.675,31.413,100.0,2.12,3e-05
DNABERT-1 (6-mer),reconstructed,Splice Sites (human),GUE,10,0.9024550635686104,0.8971180812038743,0.835798995562534,0.8898204383283902,0.9052051888048576,0.258031815290451,13.1263,347.545,21.788,400.0,5.0,3e-05
DNABERT-2,enhancers,Regulatory (human),Nucleotide Transformer,1,0.8425504229017566,0.8425151576736781,0.6871136580256676,0.843918792755173,0.8431952462259804,0.3860777020454407,1.1557,1329.92,83.931,200.0,4.0,3e-05
DNABERT-2,enhancers_types,Regulatory (human),Nucleotide Transformer,1,0.7774886141834743,0.7468421429132664,0.6430634678020651,0.7611368828907313,0.7402121360351059,0.5938233733177185,1.1713,1312.199,82.813,200.0,4.0,3e-05
DNABERT-2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,1,0.926,0.926079327769887,0.888991121217009,0.9260786998238766,0.926083641282002,0.2254014015197754,3.1665,947.414,59.371,600.0,5.0,3e-05
DNABERT-2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,1,0.9598737601442742,0.9598453471623416,0.9204134820532188,0.9606821589205398,0.9597318137576568,0.144484668970108,2.2761,974.472,61.069,400.0,5.0,3e-05
DNABERT-2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,1,0.966772872098316,0.9667715228049152,0.9337197334544964,0.9669167503871036,0.9668029899974312,0.133004754781723,2.2524,975.408,61.268,400.0,5.0,3e-05
DNABERT-2,enhancers,Regulatory (human),Nucleotide Transformer,2,0.8386467143786597,0.8382193157587363,0.6780831042162305,0.8401357064920895,0.8379509174187603,0.384539246559143,1.195,1286.148,81.169,200.0,4.0,3e-05
DNABERT-2,enhancers_types,Regulatory (human),Nucleotide Transformer,2,0.7709824333116461,0.7399364707422665,0.6306427751935442,0.7545111446226516,0.7312409456840031,0.6158892512321472,1.2069,1273.536,80.373,200.0,4.0,3e-05
DNABERT-2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,2,0.9226666666666666,0.9230110520333636,0.8841601665177093,0.9235523809792876,0.9228072740579564,0.2396127581596374,3.2016,937.041,58.721,600.0,5.0,3e-05
DNABERT-2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,2,0.9652840396753832,0.9652814919936584,0.930566516362212,0.9652940411137132,0.9652724754983872,0.1409695148468017,2.3067,961.546,60.259,400.0,5.0,3e-05
DNABERT-2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,2,0.9604005461993628,0.9604002508508274,0.9208677576038,0.9604487606620852,0.9604189974227018,0.1405002921819687,2.2597,972.256,61.07,400.0,5.0,3e-05
DNABERT-2,enhancers,Regulatory (human),Nucleotide Transformer,3,0.8275862068965517,0.8267931873106837,0.6573559464829728,0.830811998078111,0.8265577147193539,0.4131457507610321,1.1807,1301.736,82.153,200.0,4.0,3e-05
DNABERT-2,enhancers_types,Regulatory (human),Nucleotide Transformer,3,0.7716330513988289,0.7375192861894414,0.6302131380901976,0.7575346030087409,0.7256751908230092,0.6450729966163635,1.2065,1273.96,80.4,200.0,4.0,3e-05
DNABERT-2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,3,0.9273333333333332,0.9275245879365924,0.8910320339198465,0.9276808496162174,0.9274468279050544,0.244620606303215,3.2146,933.234,58.483,600.0,5.0,3e-05
DNABERT-2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,3,0.9612263300270514,0.961209645406686,0.9227713480518084,0.9616447567111704,0.9611267367421332,0.136298581957817,2.3106,959.911,60.157,400.0,5.0,3e-05
DNABERT-2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,3,0.9649522075557578,0.96495116193065,0.9300466816916256,0.965067279367274,0.9649794064755656,0.1297739297151565,2.2674,968.943,60.862,400.0,5.0,3e-05
DNABERT-2,enhancers,Regulatory (human),Nucleotide Transformer,4,0.8210800260247235,0.8201249029183024,0.6448617394086251,0.8249372075419763,0.8199438639997831,0.407248318195343,1.204,1276.533,80.562,200.0,4.0,3e-05
DNABERT-2,enhancers_types,Regulatory (human),Nucleotide Transformer,4,0.7735849056603774,0.7426668753116547,0.6376429929170792,0.7624284122708436,0.7354813762247622,0.6135077476501465,1.2107,1269.479,80.117,200.0,4.0,3e-05
DNABERT-2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,4,0.942,0.9421887517763006,0.913049166681869,0.9425265399048812,0.9419889340290338,0.2087727040052414,3.1939,939.304,58.863,600.0,5.0,3e-05
DNABERT-2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,4,0.9643823264201984,0.964382319180132,0.9288528566647046,0.964423596068406,0.9644292606135708,0.1208865121006965,2.3748,933.966,58.531,400.0,5.0,3e-05
DNABERT-2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,4,0.9635867091488394,0.963583985572827,0.9272254752237415,0.9636565428500856,0.9635689365122774,0.1298603117465973,2.3031,953.939,59.92,400.0,5.0,3e-05
DNABERT-2,enhancers,Regulatory (human),Nucleotide Transformer,5,0.8386467143786597,0.838128078817734,0.6784973094817798,0.8406572385051582,0.8378458953302437,0.3744463920593261,1.1904,1291.152,81.485,200.0,4.0,3e-05
DNABERT-2,enhancers_types,Regulatory (human),Nucleotide Transformer,5,0.7774886141834743,0.7501886352354651,0.6466760897597587,0.7607232802388834,0.7478659580701876,0.5858427286148071,1.224,1255.688,79.246,200.0,4.0,3e-05
DNABERT-2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,5,0.94,0.9401489689812416,0.9101255654986244,0.9406941170761752,0.9399223265656298,0.2468802481889724,3.1627,948.56,59.443,600.0,5.0,3e-05
DNABERT-2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,5,0.9585211902614968,0.9585178174000086,0.9170418706778204,0.9585358495353072,0.958506021627608,0.1521362066268921,2.2864,970.08,60.794,400.0,5.0,3e-05
DNABERT-2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,5,0.9640418752844788,0.9640413984994028,0.9281726804278104,0.9641094176052778,0.9640632639700336,0.1400416195392608,2.2555,974.047,61.183,400.0,5.0,3e-05
DNABERT-2,enhancers,Regulatory (human),Nucleotide Transformer,6,0.8418998048145738,0.8418130231466796,0.6836438813454478,0.8418740638322387,0.8417698254600645,0.3974772989749908,1.2194,1260.414,79.545,200.0,4.0,3e-05
DNABERT-2,enhancers_types,Regulatory (human),Nucleotide Transformer,6,0.7878985035783995,0.7623231574440933,0.662762878288427,0.7697047697047698,0.7606796970016085,0.5723649263381958,1.1759,1307.056,82.488,200.0,4.0,3e-05
DNABERT-2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,6,0.9316666666666666,0.9323583339261994,0.8990510961414179,0.9363845274344902,0.931456412850216,0.2299752980470657,3.1601,949.334,59.492,600.0,5.0,3e-05
DNABERT-2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,6,0.9621280432822362,0.9621211135472036,0.9243189218794328,0.9622383981740642,0.9620805371856138,0.1514001637697219,2.3313,951.418,59.624,400.0,5.0,3e-05
DNABERT-2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,6,0.9617660446062812,0.9617658465761054,0.9235890808880995,0.961806021729942,0.961783059443602,0.1416385024785995,2.2613,971.582,61.028,400.0,5.0,3e-05
DNABERT-2,enhancers,Regulatory (human),Nucleotide Transformer,7,0.8425504229017566,0.8420674064940402,0.6862278200334252,0.8444555980073818,0.8417774480310052,0.3735338449478149,1.345,1142.742,72.118,200.0,4.0,3e-05
DNABERT-2,enhancers_types,Regulatory (human),Nucleotide Transformer,7,0.7774886141834743,0.7478703427985121,0.6426401402131452,0.7643463456996707,0.7402546459144997,0.5972691774368286,1.2073,1273.085,80.344,200.0,4.0,3e-05
DNABERT-2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,7,0.9306666666666666,0.9312437702269348,0.8966528714289989,0.933241313289868,0.9305961149401966,0.2447606474161148,3.1702,946.306,59.302,600.0,5.0,3e-05
DNABERT-2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,7,0.9625788999098288,0.962569579441998,0.9252805070751116,0.9627653862174896,0.9625151546937472,0.1426335275173187,2.2885,969.198,60.739,400.0,5.0,3e-05
DNABERT-2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,7,0.9617660446062812,0.961764705882353,0.9236888397335776,0.9618941836658572,0.9617946614291988,0.1424843668937683,2.2836,962.078,60.431,400.0,5.0,3e-05
DNABERT-2,enhancers,Regulatory (human),Nucleotide Transformer,8,0.8568640208197787,0.8566936208445641,0.7137391176326295,0.8572225069842121,0.8565169593733908,0.3695267736911773,1.2214,1258.434,79.42,200.0,4.0,3e-05
DNABERT-2,enhancers_types,Regulatory (human),Nucleotide Transformer,8,0.7872478854912166,0.7585391010977762,0.6614430752047296,0.7706248787976682,0.755341784583481,0.6038089394569397,1.1691,1314.681,82.969,200.0,4.0,3e-05
DNABERT-2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,8,0.929,0.9296966476617896,0.8944552403588649,0.9325271005614364,0.9288544791241442,0.2423223108053207,3.1726,945.595,59.257,600.0,5.0,3e-05
DNABERT-2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,8,0.9666366095581606,0.96663593136107,0.9332860106513156,0.9666316225118448,0.9666543884171384,0.1153513267636299,2.2813,972.267,60.931,400.0,5.0,3e-05
DNABERT-2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,8,0.9635867091488394,0.9635865205486716,0.927230537471858,0.9636267952893596,0.9636037424690682,0.143516406416893,2.2702,967.763,60.788,400.0,5.0,3e-05
DNABERT-2,enhancers,Regulatory (human),Nucleotide Transformer,9,0.8249837345478205,0.8236026439999096,0.6550390426426327,0.8315540418558791,0.8235340949128656,0.4057938158512115,1.2092,1271.052,80.216,200.0,4.0,3e-05
DNABERT-2,enhancers_types,Regulatory (human),Nucleotide Transformer,9,0.7768379960962914,0.750306204486605,0.6474623375455513,0.766682197692428,0.7486659350237602,0.5982055068016052,1.2003,1280.561,80.816,200.0,4.0,3e-05
DNABERT-2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,9,0.9363333333333334,0.9367626458574252,0.9048643438550976,0.937956444389746,0.9363224720702188,0.2316489815711975,3.1654,947.748,59.392,600.0,5.0,3e-05
DNABERT-2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,9,0.9643823264201984,0.9643784960139214,0.9287762072990036,0.9644185040369012,0.9643577052520822,0.1480293720960617,2.2729,975.829,61.154,400.0,5.0,3e-05
DNABERT-2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,9,0.9654073736913974,0.965407309190354,0.930854621241664,0.9654330963154492,0.9654215249981354,0.1402865350246429,2.2735,966.346,60.699,400.0,5.0,3e-05
DNABERT-2,enhancers,Regulatory (human),Nucleotide Transformer,10,0.8405985686402082,0.8401210369916865,0.6822532485700112,0.8424202082266599,0.8398379272027536,0.3927110731601715,1.1977,1283.292,80.989,200.0,4.0,3e-05
DNABERT-2,enhancers_types,Regulatory (human),Nucleotide Transformer,10,0.7794404684450228,0.7494728750701438,0.6468696909316548,0.7682732194144634,0.7420614997257134,0.6122244596481323,1.191,1290.489,81.443,200.0,4.0,3e-05
DNABERT-2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,10,0.936,0.9363305529905168,0.9043015837530578,0.9374755055949034,0.9358826433300248,0.2102642804384231,3.2067,935.531,58.627,600.0,5.0,3e-05
DNABERT-2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,10,0.9508566275924256,0.950855418838424,0.9017205022888998,0.950850169773765,0.9508703327405622,0.1619858741760254,2.3566,941.187,58.983,400.0,5.0,3e-05
DNABERT-2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,10,0.9622212107419208,0.9622212107419208,0.9244619579179408,0.9622309789589704,0.9622309789589704,0.1399088054895401,2.3004,955.063,59.99,400.0,5.0,3e-05
DNABERT-2,H3,EMP (yeast),GUE,1,0.8677354709418837,0.8675297024216009,0.739093952010889,0.8709561085110133,0.868143196301387,0.3435772955417633,1.8314,817.395,51.326,500.0,3.0,3e-05
DNABERT-2,H3K14ac,EMP (yeast),GUE,1,0.7688350983358547,0.765381207453032,0.5318260432776664,0.7642131229327962,0.7676238571809315,0.4933547675609588,4.2987,768.846,48.155,500.0,3.0,3e-05
DNABERT-2,H3K36me3,EMP (yeast),GUE,1,0.7901376146788991,0.786390020664787,0.5733608969492637,0.7881474103585657,0.7852209549110492,0.4671867191791534,4.5744,762.508,47.657,500.0,3.0,3e-05
DNABERT-2,H3K4me1,EMP (yeast),GUE,1,0.7522095959595959,0.7488389426487913,0.4983633390460809,0.7504229341823022,0.7479465574071125,0.5317198634147644,4.1113,770.556,48.16,500.0,3.0,3e-05
DNABERT-2,H3K4me2,EMP (yeast),GUE,1,0.6709025741283806,0.6527876102229551,0.3104557653401071,0.6596961562492768,0.6508846306896446,0.6125969886779785,3.9285,781.211,48.873,500.0,3.0,3e-05
DNABERT-2,H3K4me3,EMP (yeast),GUE,1,0.7010869565217391,0.7010720348457848,0.4083359791369009,0.7043602212405806,0.7039759387192591,0.5814263820648193,4.8685,755.882,47.243,500.0,3.0,3e-05
DNABERT-2,H3K79me3,EMP (yeast),GUE,1,0.8287101248266296,0.8274132533232158,0.6561836361945211,0.8297267580592336,0.8264649849346719,0.4134179949760437,3.702,779.047,48.893,500.0,3.0,3e-05
DNABERT-2,H3K9ac,EMP (yeast),GUE,1,0.7873335732277797,0.7868954899886011,0.5793786269578773,0.7881250874202856,0.7912620316934968,0.4796501398086548,3.5443,784.086,49.094,500.0,3.0,3e-05
DNABERT-2,H4,EMP (yeast),GUE,1,0.9055441478439424,0.9042936782504016,0.8085873565008032,0.9042936782504016,0.9042936782504016,0.2863741219043731,1.8043,809.745,50.99,500.0,3.0,3e-05
DNABERT-2,H4ac,EMP (yeast),GUE,1,0.7129032258064516,0.7126707302913899,0.4272007579684297,0.7131615738791326,0.7140400873943193,0.5656591653823853,4.421,771.323,48.406,500.0,3.0,3e-05
DNABERT-2,prom_300_all,Regulatory (human),GUE,1,0.9354729729729728,0.9354545558333618,0.8711014189645803,0.9356999269005848,0.9354015431676026,0.1641002595424652,6.3746,928.68,58.042,300.0,4.0,3e-05
DNABERT-2,prom_300_notata,Regulatory (human),GUE,1,0.9700395703787452,0.97003861295047,0.9401274470842554,0.9700366848173428,0.9700907638223076,0.101245604455471,5.6645,936.886,58.611,300.0,4.0,3e-05
DNABERT-2,prom_300_tata,Regulatory (human),GUE,1,0.7862969004893964,0.7824032299584063,0.5831775797469695,0.8002371809351705,0.7831895174177054,0.4827804267406463,0.5697,1076.026,68.458,300.0,10.0,3e-05
DNABERT-2,tf_0,Transcription Factor (human),GUE,1,0.836,0.8346607520919448,0.6831582906642856,0.8472509301364199,0.8360000000000001,0.3689433634281158,0.2834,3528.361,56.454,100.0,3.0,3e-05
DNABERT-2,tf_1,Transcription Factor (human),GUE,1,0.867,0.8668368751720859,0.7358049358544533,0.868807155059793,0.867,0.3136066794395447,0.2956,3383.308,54.133,100.0,3.0,3e-05
DNABERT-2,tf_2,Transcription Factor (human),GUE,1,0.837,0.8366076950758772,0.677260049017398,0.8402679332307481,0.837,0.4073211848735809,0.2815,3552.126,56.834,100.0,3.0,3e-05
DNABERT-2,tf_3,Transcription Factor (human),GUE,1,0.772,0.7688901863474917,0.5592589407158036,0.7874729437229437,0.772,0.4663370847702026,0.291,3436.425,54.983,100.0,3.0,3e-05
DNABERT-2,tf_4,Transcription Factor (human),GUE,1,0.884,0.8838810942405022,0.7695777123902109,0.8855793329477539,0.884,0.299462229013443,0.2709,3690.782,59.053,100.0,3.0,3e-05
DNABERT-2,prom_core_all,Regulatory (human),GUE,1,0.8364864864864865,0.8363842266281292,0.6740546406989911,0.8374951243318274,0.8365601647930225,0.3862524628639221,4.6604,1270.264,79.392,70.0,4.0,3e-05
DNABERT-2,prom_core_tata,Regulatory (human),GUE,1,0.8433931484502447,0.8433226837060703,0.6881020923270326,0.8444803739514632,0.8436222534491569,0.3903999626636505,0.4694,1305.849,83.08,70.0,10.0,3e-05
DNABERT-2,prom_core_notata,Regulatory (human),GUE,1,0.8462408140192199,0.8460413922640431,0.6940361983120951,0.8478684256046968,0.8461698512377163,0.3649734854698181,4.05,1310.354,81.974,70.0,4.0,3e-05
DNABERT-2,mouse_0,Transcription Factor (mouse),GUE,1,0.8,0.7996041563582386,0.6023845101417662,0.8023892483822797,0.8,0.4536063969135284,0.2339,3463.081,55.58,100.0,4.93,3e-05
DNABERT-2,mouse_1,Transcription Factor (mouse),GUE,1,0.9270570793180132,0.9270387183276882,0.8545356767422221,0.9274810352800028,0.9270547477895604,0.1793540269136428,1.9202,3512.654,55.203,100.0,0.59,3e-05
DNABERT-2,mouse_2,Transcription Factor (mouse),GUE,1,0.8932926829268293,0.8929334191358197,0.791917908622231,0.8986433013001696,0.8932926829268293,0.2993306219577789,0.1026,3198.134,58.502,100.0,12.2,3e-05
DNABERT-2,mouse_3,Transcription Factor (mouse),GUE,1,0.895397489539749,0.8946598261666755,0.8008535117350287,0.905863309352518,0.895063025210084,0.2941536903381347,0.0727,3286.102,54.998,100.0,16.67,3e-05
DNABERT-2,mouse_4,Transcription Factor (mouse),GUE,1,0.5002655337227828,0.3334513274336283,,0.2501327668613914,0.5,0.6931802034378052,0.5071,3713.295,59.16,100.0,2.12,3e-05
DNABERT-2,covid,Covid Variants (virus),GUE,1,0.1181282722513089,0.0234773843202289,,0.0131253635834787,0.1111111111111111,2.1854608058929443,29.7221,308.457,9.656,1000.0,8.0,3e-05
DNABERT-2,reconstructed,Splice Sites (human),GUE,1,0.9138535729943008,0.9077968617673532,0.8532985652376888,0.9059251075146544,0.9097560541994172,0.2843811511993408,5.0326,906.497,56.83,400.0,5.0,3e-05
DNABERT-2,H3,EMP (yeast),GUE,2,0.8917835671342685,0.8916856931536805,0.7841880342777243,0.8925989226336417,0.8915897609824888,0.3228722810745239,1.8663,802.112,50.366,500.0,3.0,3e-05
DNABERT-2,H3K14ac,EMP (yeast),GUE,2,0.7649016641452345,0.756778351328336,0.5155679325239056,0.7612627057254779,0.7543515465677246,0.5220207571983337,4.321,764.865,47.905,500.0,3.0,3e-05
DNABERT-2,H3K36me3,EMP (yeast),GUE,2,0.7626146788990825,0.7535201963874782,0.5170159070251669,0.7667932475081171,0.7504799602442368,0.5268055200576782,4.5392,768.415,48.026,500.0,3.0,3e-05
DNABERT-2,H3K4me1,EMP (yeast),GUE,2,0.7458964646464646,0.7422068634652851,0.48535970358869,0.7441542529049119,0.7412143543117469,0.5529909729957581,4.0749,777.444,48.59,500.0,3.0,3e-05
DNABERT-2,H3K4me2,EMP (yeast),GUE,2,0.6555881394591072,0.641518595722866,0.2841307199320142,0.6437374604621264,0.640412711045421,0.6358193755149841,3.9456,777.832,48.662,500.0,3.0,3e-05
DNABERT-2,H3K4me3,EMP (yeast),GUE,2,0.6804347826086956,0.6795256866418088,0.3765504443311501,0.6905810801576273,0.6859972629611417,0.6043832302093506,4.8065,765.623,47.851,500.0,3.0,3e-05
DNABERT-2,H3K79me3,EMP (yeast),GUE,2,0.8085991678224688,0.8057380661958404,0.6180914543581845,0.8139079402252705,0.8042588263906716,0.4485527276992798,3.6816,783.364,49.164,500.0,3.0,3e-05
DNABERT-2,H3K9ac,EMP (yeast),GUE,2,0.7722202231018352,0.771323739220923,0.5454051965654723,0.7712604500341469,0.774152413670308,0.5118390917778015,3.5567,781.342,48.922,500.0,3.0,3e-05
DNABERT-2,H4,EMP (yeast),GUE,2,0.9034907597535934,0.9018304715783916,0.8041227287964613,0.903739890635052,0.9003898165412849,0.2925899624824524,1.8156,804.703,50.673,500.0,3.0,3e-05
DNABERT-2,H4ac,EMP (yeast),GUE,2,0.6750733137829912,0.6718106406080346,0.3453127026818821,0.6738860421320019,0.6714353567018143,0.6138378381729126,4.4037,774.344,48.595,500.0,3.0,3e-05
DNABERT-2,prom_300_all,Regulatory (human),GUE,2,0.927195945945946,0.9271882152617384,0.8543997697869586,0.9272311193745056,0.9271686526959776,0.2514890432357788,6.3002,939.646,58.728,300.0,4.0,3e-05
DNABERT-2,prom_300_notata,Regulatory (human),GUE,2,0.964951950254381,0.9649496491776268,0.9305848603452456,0.9654345895010624,0.9651503142644082,0.1212821006774902,5.5782,951.38,59.517,300.0,4.0,3e-05
DNABERT-2,prom_300_tata,Regulatory (human),GUE,2,0.7928221859706363,0.7925549915397632,0.591566684610557,0.797144454478992,0.7944284648982636,0.4960342049598694,0.538,1139.493,72.496,300.0,10.0,3e-05
DNABERT-2,tf_0,Transcription Factor (human),GUE,2,0.826,0.8235430129117837,0.6709523542131905,0.8452278079940359,0.826,0.4133136868476867,0.3248,3078.738,49.26,100.0,3.0,3e-05
