directory_name,model,lr,benchmark,task,seed,accuracy,mcc,f1,precision,recall,runtime,replicate_number,sequence_length,epoch,source_file
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed7_epoch30/results/NTv2-1e-4_covid_seed7,NTv2,0.0001,GUE,covid,7.0,0.5589005235602095,0.502584256445087,0.5606240035224661,0.5655999910399845,0.5598670460190389,77.5887,,,30.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed9_epoch30/results/NTv2-1e-4_covid_seed9,NTv2,0.0001,GUE,covid,9.0,0.5510471204188482,0.4936637408581316,0.5562757319614205,0.5677624983607955,0.5518714659507528,77.6703,,,30.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed4_epoch30/results/NTv2-1e-4_covid_seed4,NTv2,0.0001,GUE,covid,4.0,0.5518106457242583,0.4944861653595513,0.553170710899916,0.5563098911728354,0.5532632141766937,80.1908,,,30.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed8_epoch30/results/NTv2-1e-4_covid_seed8,NTv2,0.0001,GUE,covid,8.0,0.5281413612565445,0.4680009439001078,0.5304735582554385,0.5332358823912648,0.5313351354771372,79.9863,,,30.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed2_epoch30/results/NTv2-1e-4_covid_seed2,NTv2,0.0001,GUE,covid,2.0,0.5339223385689355,0.4744718577259831,0.5388851648057777,0.5471471044696393,0.5368328692631316,79.7907,,,30.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed6_epoch30/results/NTv2-1e-4_covid_seed6,NTv2,0.0001,GUE,covid,6.0,0.5289048865619547,0.4693756930694982,0.5286889822204512,0.5316392845446638,0.5316185293712379,79.9137,,,30.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed10_epoch30/results/NTv2-1e-4_covid_seed10,NTv2,0.0001,GUE,covid,10.0,0.5816972076788831,0.5281471525768496,0.5868627835090491,0.5915488198367451,0.5843163878515422,79.658,,,30.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed3_epoch30/results/NTv2-1e-4_covid_seed3,NTv2,0.0001,GUE,covid,3.0,0.5779886561954625,0.5241044548267241,0.5814859861526825,0.5875299380902147,0.5800424152747641,80.2879,,,30.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed5_epoch30/results/NTv2-1e-4_covid_seed5,NTv2,0.0001,GUE,covid,5.0,0.5550828970331588,0.4983714685546095,0.5575634777174593,0.5580830858145491,0.5586039175218397,80.0705,,,30.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed1_epoch30/results/NTv2-1e-4_covid_seed1,NTv2,0.0001,GUE,covid,1.0,0.5806064572425829,0.5279662125157176,0.581568079935188,0.591843519824206,0.5819965173100612,80.0765,,,30.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/ANISA_RESULTS_VS_MINE/RESULTS/DNABERT1_6_demo_coding_vs_intergenomic_seed3/results/DNABERT1_6_demo_coding_vs_intergenomic_seed3/eval_results.json,DNABERT,3e-05,GB,demo_coding_vs_intergenomic,3.0,0.8694,0.7388254708495583,0.8693988245894213,0.8694038694038695,0.8694216016584813,4.9178,,,4.0,dnabert1_bridges_gb_anisa_replicates.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/ANISA_RESULTS_VS_MINE/RESULTS/DNABERT1_6_demo_coding_vs_intergenomic_seed42/results/DNABERT1_6_demo_coding_vs_intergenomic_seed42/eval_results.json,DNABERT,3e-05,GB,demo_coding_vs_intergenomic,42.0,0.8637,0.7276948143630555,0.8636945900382786,0.8639083990505793,0.8637864255348513,4.6488,,,4.0,dnabert1_bridges_gb_anisa_replicates.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/ANISA_RESULTS_VS_MINE/RESULTS/DNABERT1_6_demo_coding_vs_intergenomic_seed1/results/DNABERT1_6_demo_coding_vs_intergenomic_seed1/eval_results.json,DNABERT,3e-05,GB,demo_coding_vs_intergenomic,1.0,0.8635,0.7269846092811348,0.8634891869785006,0.863504599176448,0.8634800105205155,4.7316,,,4.0,dnabert1_bridges_gb_anisa_replicates.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/ANISA_RESULTS_VS_MINE/RESULTS/DNABERT1_6_demo_coding_vs_intergenomic_seed4/results/DNABERT1_6_demo_coding_vs_intergenomic_seed4/eval_results.json,DNABERT,3e-05,GB,demo_coding_vs_intergenomic,4.0,0.8687,0.7376244916863938,0.8686973411211576,0.8688504257089815,0.8687740699294265,4.781,,,4.0,dnabert1_bridges_gb_anisa_replicates.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/ANISA_RESULTS_VS_MINE/RESULTS/DNABERT1_6_demo_coding_vs_intergenomic_seed8/results/DNABERT1_6_demo_coding_vs_intergenomic_seed8/eval_results.json,DNABERT,3e-05,GB,demo_coding_vs_intergenomic,8.0,0.8678,0.7357518497130926,0.867799238523614,0.8678925253552305,0.8678593251069302,4.8619,,,4.0,dnabert1_bridges_gb_anisa_replicates.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed9/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed9,DNABERT2,3e-05,GB,demo_coding_vs_intergenomic,9.0,0.9377,0.8753945752550687,0.9376972032274528,0.9376955280088272,0.9376990472533154,4.6712,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed7/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed7,DNABERT2,3e-05,GB,demo_coding_vs_intergenomic,7.0,0.9498,0.8997214820115026,0.94979994979995,0.9498679393030836,0.9498535428235984,4.6279,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed8/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed8,DNABERT2,3e-05,GB,demo_coding_vs_intergenomic,8.0,0.9493,0.8986343670362461,0.9492996303943056,0.9493067502252804,0.9493276170532357,4.653,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed1/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed1,DNABERT2,3e-05,GB,demo_coding_vs_intergenomic,1.0,0.9483,0.8967241662835648,0.9482869264178676,0.9484890386983612,0.9482351635230126,4.9174,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed3/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed3,DNABERT2,3e-05,GB,demo_coding_vs_intergenomic,3.0,0.9475,0.8950075024924047,0.9474946439286271,0.9475317779369876,0.9474757263105892,5.3699,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed6/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed6,DNABERT2,3e-05,GB,demo_coding_vs_intergenomic,6.0,0.9499,0.8998378459306946,0.9498996868730428,0.9499087996351984,0.9499290465232796,5.0138,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed2/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed2,DNABERT2,3e-05,GB,demo_coding_vs_intergenomic,2.0,0.9465,0.8930118220855215,0.9464990107667092,0.9464955430285902,0.9465162792976856,4.8028,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed4/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed4,DNABERT2,3e-05,GB,demo_coding_vs_intergenomic,4.0,0.9523,0.9047858888060104,0.9522995988396262,0.95241892431656,0.9523669659813332,4.868,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed5/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed5,DNABERT2,3e-05,GB,demo_coding_vs_intergenomic,5.0,0.9486,0.8972067971560382,0.9485948594859486,0.9486303185238304,0.9485764802475322,4.6666,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/GPT/GB/gb_GPT_1e-4_demo_coding_vs_intergenomic_seed1/results/GPT_1e-4_demo_coding_vs_intergenomic_seed1,GPT,0.0001,GB,demo_coding_vs_intergenomic,1.0,0.8401,0.681037256660693,0.8399181966968066,0.8411331081598645,0.8399052553575126,16.2443,,,4.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/GPT/GB/gb_GPT_1e-4_demo_coding_vs_intergenomic_seed18/results/GPT_1e-4_demo_coding_vs_intergenomic_seed18,GPT,0.0001,GB,demo_coding_vs_intergenomic,18.0,0.8326,0.6655100627516242,0.832591796998053,0.8328202737407197,0.8326898018002882,13.4863,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/GPT/GB/gb__1e-4_demo_coding_vs_intergenomic_seed75/results/GPT__1e-4_demo_coding_vs_intergenomic_seed75,GPT,0.0001,GB,demo_coding_vs_intergenomic,75.0,0.7396,0.4976298224306109,0.7339917371540892,0.7594456202825395,0.7386197923698261,13.8559,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/GPT/GB/gb_GPT_1e-4_demo_coding_vs_intergenomic_seed29/results/GPT_1e-4_demo_coding_vs_intergenomic_seed29,GPT,0.0001,GB,demo_coding_vs_intergenomic,29.0,0.8325,0.6652381342236302,0.8324136444268367,0.8328564167578945,0.8323818867124488,13.527,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/GPT/GB/gb_GPT_1e-4_demo_coding_vs_intergenomic_seed16/results/GPT_1e-4_demo_coding_vs_intergenomic_seed16,GPT,0.0001,GB,demo_coding_vs_intergenomic,16.0,0.8918,0.7839148370570383,0.8917456823135577,0.8922281312430453,0.8916868926577401,16.2821,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/NTv2/GB/gb_NTv2_1e-4_demo_coding_vs_intergenomic_seed1/results/NTv2__1e-4_demo_coding_vs_intergenomic_seed1,NTv2,0.0001,GB,demo_coding_vs_intergenomic,1.0,0.9244,0.84907992131454,0.9243977954397152,0.9245968292593824,0.924483099671884,17.8403,,,4.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GB/gb_GPT_1e-4_demo_coding_vs_intergenomic_seed22/results/GPT_1e-4_demo_coding_vs_intergenomic_seed22,NTv2,0.0001,GB,demo_coding_vs_intergenomic,22.0,0.8822,0.7652347486023887,0.8820822520536107,0.8832136573439013,0.8820220190789348,14.2148,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GB/gb_NTv2_1e-4_demo_coding_vs_intergenomic_seed1/results/NTv2__1e-4_demo_coding_vs_intergenomic_seed1,NTv2,0.0001,GB,demo_coding_vs_intergenomic,1.0,0.9175,0.8353972268357766,0.9174948508536418,0.9177969875860268,0.9176002624128584,18.1378,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GB/gb_GPT_1e-4_demo_coding_vs_intergenomic_seed109/results/GPT_1e-4_demo_coding_vs_intergenomic_seed109,NTv2,0.0001,GB,demo_coding_vs_intergenomic,109.0,0.8809,0.7628361435704639,0.8807597149970969,0.8821344320304053,0.880703054449668,13.4463,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GB/gb_GPT_1e-4_demo_coding_vs_intergenomic_seed99/results/GPT_1e-4_demo_coding_vs_intergenomic_seed99,NTv2,0.0001,GB,demo_coding_vs_intergenomic,99.0,0.8869,0.774250010535352,0.88682755945253,0.8874839915686124,0.886766351551226,13.8769,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GB/gb_NTv2_1e-4_demo_coding_vs_intergenomic_seed18/results/NTv2__1e-4_demo_coding_vs_intergenomic_seed18,NTv2,0.0001,GB,demo_coding_vs_intergenomic,18.0,0.926,0.8521425327182345,0.9259786078176592,0.9262162116182696,0.9259263703921492,17.5855,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GB/gb_NTv2_1e-4_demo_coding_vs_intergenomic_seed29/results/NTv2__1e-4_demo_coding_vs_intergenomic_seed29,NTv2,0.0001,GB,demo_coding_vs_intergenomic,29.0,0.9034,0.8068917493614481,0.9033758787543724,0.9035581172302232,0.9033336633495042,17.7158,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/ANISA_RESULTS_VS_MINE/RESULTS/DNABERT1_6_demo_human_or_worm_seed4/results/DNABERT1_6_demo_human_or_worm_seed4/eval_results.json,DNABERT,3e-05,GB,demo_human_or_worm,4.0,0.9105,0.8210660516898042,0.9104968843965456,0.9105025056804008,0.9105635482785256,4.779,,,4.0,dnabert1_bridges_gb_anisa_replicates.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/ANISA_RESULTS_VS_MINE/RESULTS/DNABERT1_6_demo_human_or_worm_seed3/results/DNABERT1_6_demo_human_or_worm_seed3/eval_results.json,DNABERT,3e-05,GB,demo_human_or_worm,3.0,0.9084,0.8172855617993832,0.9083983841474964,0.9086990955481868,0.9085864740107918,4.9097,,,4.0,dnabert1_bridges_gb_anisa_replicates.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/ANISA_RESULTS_VS_MINE/RESULTS/DNABERT1_6_demo_human_or_worm_seed1/results/DNABERT1_6_demo_human_or_worm_seed1/eval_results.json,DNABERT,3e-05,GB,demo_human_or_worm,1.0,0.9099,0.8208156680294761,0.9098876645223964,0.91063758565055,0.910178210924914,4.712,,,4.0,dnabert1_bridges_gb_anisa_replicates.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/ANISA_RESULTS_VS_MINE/RESULTS/DNABERT1_6_demo_human_or_worm_seed42/results/DNABERT1_6_demo_human_or_worm_seed42/eval_results.json,DNABERT,3e-05,GB,demo_human_or_worm,42.0,0.9107,0.822153555817963,0.910693847699168,0.9112167596291068,0.9109368438398372,4.6497,,,4.0,dnabert1_bridges_gb_anisa_replicates.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/ANISA_RESULTS_VS_MINE/RESULTS/DNABERT1_6_demo_human_or_worm_seed8/results/DNABERT1_6_demo_human_or_worm_seed8/eval_results.json,DNABERT,3e-05,GB,demo_human_or_worm,8.0,0.9091,0.8183627841829129,0.9090993373341693,0.9091603995768764,0.9092023856830852,4.8701,,,4.0,dnabert1_bridges_gb_anisa_replicates.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_human_or_worm_seed3/results/DNABERT2_3e-5_demo_human_or_worm_seed3,DNABERT2,3e-05,GB,demo_human_or_worm,3.0,0.973,0.9461986605443976,0.9729857094402938,0.9733345763534093,0.9728642011076928,8.5185,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_human_or_worm_seed6/results/DNABERT2_3e-5_demo_human_or_worm_seed6,DNABERT2,3e-05,GB,demo_human_or_worm,6.0,0.9751,0.9503016876578364,0.9750899360850778,0.9753018366399258,0.9749998989849648,8.0499,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_human_or_worm_seed4/results/DNABERT2_3e-5_demo_human_or_worm_seed4,DNABERT2,3e-05,GB,demo_human_or_worm,4.0,0.9754,0.9508133956150844,0.9753979176797524,0.9753804536246372,0.9754329434393014,8.213,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_human_or_worm_seed8/results/DNABERT2_3e-5_demo_human_or_worm_seed8,DNABERT2,3e-05,GB,demo_human_or_worm,8.0,0.9751,0.950194219310132,0.975095461147794,0.975113788924326,0.9750804309713458,7.8648,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_human_or_worm_seed9/results/DNABERT2_3e-5_demo_human_or_worm_seed9,DNABERT2,3e-05,GB,demo_human_or_worm,9.0,0.9761,0.95220362337374,0.9760946927827449,0.9761401291664108,0.9760634972909368,7.8822,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_human_or_worm_seed1/results/DNABERT2_3e-5_demo_human_or_worm_seed1,DNABERT2,3e-05,GB,demo_human_or_worm,1.0,0.9724,0.9448457643977648,0.9723985691418244,0.9723888663621132,0.9724569004850684,8.0577,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_human_or_worm_seed7/results/DNABERT2_3e-5_demo_human_or_worm_seed7,DNABERT2,3e-05,GB,demo_human_or_worm,7.0,0.9728,0.9456632290831322,0.972798885842364,0.9727965102067436,0.9728667214828256,7.8022,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_human_or_worm_seed5/results/DNABERT2_3e-5_demo_human_or_worm_seed5,DNABERT2,3e-05,GB,demo_human_or_worm,5.0,0.9757,0.9513926657132016,0.9756963230967212,0.9756975032480996,0.9756951624679816,7.953,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_human_or_worm_seed2/results/DNABERT2_3e-5_demo_human_or_worm_seed2,DNABERT2,3e-05,GB,demo_human_or_worm,2.0,0.9743,0.9486191133754612,0.9742931699523246,0.9743729750572998,0.9742461467964892,8.2023,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/GPT/GB/gb_GPT_1e-4_demo_human_or_worm_seed1/results/GPT_1e-4_demo_human_or_worm_seed1,GPT,0.0001,GB,demo_human_or_worm,1.0,0.8654,0.7346710300867273,0.8652134770180366,0.8686932975062459,0.8659827328699603,13.223,,,4.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/GPT/GB/gb_GPT_1e-4_demo_human_or_worm_seed29/results/GPT_1e-4_demo_human_or_worm_seed29,GPT,0.0001,GB,demo_human_or_worm,29.0,0.8467,0.6953721666034146,0.8466167297564174,0.8482627776579859,0.8471103439035865,13.0189,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/GPT/GB/gb_GPT_1e-4_demo_human_or_worm_seed18/results/GPT_1e-4_demo_human_or_worm_seed18,GPT,0.0001,GB,demo_human_or_worm,18.0,0.9517,0.90338496188632,0.9516917098143214,0.9517031338142276,0.9516818283233276,14.054,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/GPT/GB/gb_GPT_1e-4_demo_human_or_worm_seed19/results/GPT_1e-4_demo_human_or_worm_seed19,GPT,0.0001,GB,demo_human_or_worm,19.0,0.9474,0.8950208298797016,0.947399896903798,0.9474968808243897,0.9475239494646384,13.3282,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/GPT/GB/gb_GPT_1e-4_demo_human_or_worm_seed16/results/GPT_1e-4_demo_human_or_worm_seed16,GPT,0.0001,GB,demo_human_or_worm,16.0,0.9422,0.8855236064955014,0.9421911113052744,0.9430322110969918,0.9424915604438564,13.2372,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/GPT/GB/gb_GPT_1e-4_demo_human_or_worm_seed20/results/GPT_1e-4_demo_human_or_worm_seed20,GPT,0.0001,GB,demo_human_or_worm,20.0,0.9511,0.9027162248062142,0.9510990958222816,0.95142218329338,0.9512940506064922,13.287,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GB/gb_NTv2_1e-4_demo_human_or_worm_seed1/results/NTv2__1e-4_demo_human_or_worm_seed1,NTv2,0.0001,GB,demo_human_or_worm,1.0,0.9319,0.8640464536382556,0.9318999666309836,0.9320162703777768,0.9320301833724932,58.6246,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GB/gb_NTv2_1e-4_demo_human_or_worm_seed73/results/NTv2__1e-4_demo_human_or_worm_seed73,NTv2,0.0001,GB,demo_human_or_worm,73.0,0.9342,0.8689247221426297,0.9341986076425376,0.9345295371468318,0.9343951953808805,58.9187,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GB/gb_NTv2_1e-4_demo_human_or_worm_seed739/results/NTv2__1e-4_demo_human_or_worm_seed739,NTv2,0.0001,GB,demo_human_or_worm,739.0,0.9319,0.86448770432925,0.9318965669059376,0.9323623792838656,0.932125357538216,59.4046,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GB/gb_NTv2_1e-4_demo_human_or_worm_seed77/results/NTv2__1e-4_demo_human_or_worm_seed77,NTv2,0.0001,GB,demo_human_or_worm,77.0,0.9311,0.8621783228789861,0.9310870657313672,0.931106882934233,0.93107144067323,56.9131,,,4.0,combined_results_orig_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT/GB/gb_DNABERT1_6_3e-5_drosophilia_enhancers_seed4/results/DNABERT1_6_3e-5_drosophilia_enhancers_seed4,DNABERT,3e-05,GB,drosophilia_enhancers,4.0,0.5267727930535456,0.0,0.3450236966824644,0.2633863965267728,0.5,0.2173,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT/GB/gb_DNABERT1_6_3e-5_drosophilia_enhancers_seed7/results/DNABERT1_6_3e-5_drosophilia_enhancers_seed7,DNABERT,3e-05,GB,drosophilia_enhancers,7.0,0.5267727930535456,0.0,0.3450236966824644,0.2633863965267728,0.5,0.2147,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT/GB/gb_DNABERT1_6_3e-5_drosophilia_enhancers_seed1/results/DNABERT1_6_3e-5_drosophilia_enhancers_seed1,DNABERT,3e-05,GB,drosophilia_enhancers,1.0,0.5267727930535456,0.0,0.3450236966824644,0.2633863965267728,0.5,0.2167,,,6.0,combined_results_repeated_07.21.2025.csv
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT/GB/gb_DNABERT1_6_3e-5_drosophilia_enhancers_seed3/results/DNABERT1_6_3e-5_drosophilia_enhancers_seed3,DNABERT,3e-05,GB,drosophilia_enhancers,3.0,0.5267727930535456,0.0,0.3450236966824644,0.2633863965267728,0.5,0.2157,,,6.0,combined_results_repeated_07.21.2025.csv
